Marital_status;Previous_qualification_grade;academic_performance;attendance_rate;Debtor;Tuition_fees_up_to_date;Gender;Scholarship_holder;Age_at_enrollment;International;Status;1st_sem_grade;2nd_sem_grade
1;130.0;11.45;Full;No;Yes;Male;No;19;0;Enrolled;11.5;11.4
1;140.0;12.625;Full;No;Yes;Male;No;19;0;Dropout;13.25;12.0
1;150.0;13.041.666.666.666.600;Full;No;Yes;Male;No;22;0;Enrolled;13.333.333.333.333.300;12.75
1;133.0;12.833.333.333.333.300;Full;No;Yes;Female;No;18;0;Graduate;13.5;12.166.666.666.666.600
1;109.0;12.733.333.333.333.300;Full;No;Yes;Female;Yes;18;0;Graduate;12.666.666.666.666.600;12.8
1;133.1;14.795.454.545.454.500;Full;No;Yes;Female;No;23;0;Dropout;15.090.909.090.909.000;14.5
1;133.0;0.0;Full;Yes;No;Male;No;20;0;Dropout;0.0;0.0
1;134.0;12.916.666.666.666.600;Full;No;Yes;Male;No;18;0;Graduate;13.166.666.666.666.600;12.666.666.666.666.600
1;125.0;12.833.333.333.333.300;Full;No;Yes;Male;No;18;0;Graduate;12.833.333.333.333.300;12.833.333.333.333.300
1;135.0;11.9;Full;No;Yes;Male;No;18;0;Enrolled;11.8;12.0
1;132.0;12.0;Full;No;Yes;Male;No;20;0;Graduate;11.833.333.333.333.300;12.166.666.666.666.600
1;135.0;12.775;Full;No;Yes;Male;No;20;0;Graduate;12.8;12.75
1;100.0;11.4;Full;No;Yes;Male;No;21;0;Dropout;11.8;11.0
1;144.0;0.0;Full;No;Yes;Male;No;22;0;Enrolled;0.0;0.0
1;125.0;15.185.714.285.714.200;Full;No;Yes;Male;No;20;0;Dropout;15.8;14.571.428.571.428.500
1;133.1;0.0;Full;Yes;Yes;Male;No;19;0;Enrolled;0.0;0.0
1;130.0;12.05;Full;No;Yes;Male;No;19;0;Enrolled;12.5;11.6
1;117.0;14.261.904.761.904.700;Full;No;Yes;Male;No;20;0;Graduate;14.666.666.666.666.600;13.857.142.857.142.800
1;140.0;12.25;Full;No;Yes;Male;No;19;0;Dropout;12.5;12.0
1;132.0;11.25;Full;No;Yes;Male;No;19;0;Dropout;12.0;10.5
1;133.1;12.488.095.238.095.200;Full;Yes;Yes;Male;No;24;1;Enrolled;13.142.857.142.857.100;11.833.333.333.333.300
1;132.0;11.904.761.904.761.900;Full;Yes;Yes;Male;No;18;0;Dropout;12.666.666.666.666.600;11.142.857.142.857.100
1;148.0;14.6;Full;No;No;Male;Yes;18;0;Enrolled;15.0;14.2
1;133.0;12.7;Full;Yes;Yes;Female;No;18;0;Dropout;13.6;11.8
1;143.0;13.166.666.666.666.600;Full;No;Yes;Female;No;18;0;Graduate;12.5;13.833.333.333.333.300
1;143.0;13.416.666.666.666.600;Full;No;Yes;Female;Yes;21;0;Graduate;13.333.333.333.333.300;13.5
1;133.1;11.625;Full;No;Yes;Female;No;18;1;Dropout;12.25;11.0
1;141.0;15.597.589.285.714.200;Full;No;Yes;Female;Yes;18;0;Graduate;15.101.428.571.428.500;1.609.375
1;140.0;14.583.333.333.333.300;Full;No;Yes;Female;Yes;18;0;Graduate;13.166.666.666.666.600;16.0
1;134.0;5.5;Partial;No;Yes;Female;No;23;0;Dropout;11.0;0.0
1;118.0;11.708.333.333.333.300;Full;No;Yes;Female;No;21;0;Graduate;11.666.666.666.666.600;11.75
1;135.0;11.5;Full;No;Yes;Female;No;20;0;Enrolled;10.0;13.0
1;119.0;11.285.714.285.714.200;Partial;No;Yes;Female;No;26;0;Dropout;11.571.428.571.428.500;11.0
1;145.0;11.683.333.333.333.300;Full;No;Yes;Female;Yes;18;0;Enrolled;12.166.666.666.666.600;11.2
1;143.0;0.0;Full;No;Yes;Female;No;18;0;Dropout;0.0;0.0
1;123.0;1.405.952.380.952.380;Full;No;No;Female;Yes;19;0;Graduate;13.833.333.333.333.300;14.285.714.285.714.200
1;108.0;12.678.571.428.571.400;Full;No;Yes;Female;Yes;20;0;Graduate;12.357.142.857.142.800;13.0
1;117.0;11.25;Full;Yes;No;Female;No;19;0;Dropout;12.166.666.666.666.600;10.333.333.333.333.300
1;140.0;12.25;Full;Yes;Yes;Female;No;21;0;Enrolled;12.0;12.5
1;170.0;12.708.333.333.333.300;Full;No;Yes;Female;No;33;0;Graduate;12.416.666.666.666.600;13.0
1;157.0;12.75;Full;No;Yes;Female;No;18;0;Graduate;12.75;12.75
1;141.0;14.933.333.333.333.300;Full;No;Yes;Female;No;21;0;Graduate;14.933.333.333.333.300;14.933.333.333.333.300
1;125.0;12.333.333.333.333.300;Full;No;Yes;Female;No;19;0;Graduate;13.0;11.666.666.666.666.600
4;133.1;12.761.904.761.904.700;Full;Yes;No;Female;No;33;0;Enrolled;12.857.142.857.142.800;12.666.666.666.666.600
2;143.0;14.182.500.000.000.000;Full;No;Yes;Female;No;18;0;Graduate;14.455.000.000.000.000;13.91
1;142.0;13.642.857.142.857.100;Full;No;Yes;Female;Yes;18;0;Graduate;14.0;13.285.714.285.714.200
1;150.0;13.083.333.333.333.300;Full;No;Yes;Female;Yes;20;0;Graduate;13.5;12.666.666.666.666.600
1;112.0;0.0;Full;No;No;Female;No;20;0;Dropout;0.0;0.0
1;133.1;12.833.333.333.333.300;Partial;No;Yes;Female;Yes;20;0;Graduate;11.666.666.666.666.600;14.0
1;125.0;12.666.666.666.666.600;Full;No;Yes;Female;Yes;19;0;Graduate;12.0;13.333.333.333.333.300
1;121.0;11.773.809.523.809.500;Full;No;Yes;Female;Yes;19;0;Graduate;11.714.285.714.285.700;11.833.333.333.333.300
1;133.1;12.547.619.047.619.000;Full;No;Yes;Female;No;21;0;Graduate;12.666.666.666.666.600;12.428.571.428.571.400
1;133.1;12.275;Full;No;Yes;Female;No;26;0;Enrolled;11.75;12.8
1;135.0;0.0;Full;No;Yes;Female;No;21;0;Dropout;0.0;0.0
1;132.0;12.328.571.428.571.400;Full;No;Yes;Female;No;18;0;Graduate;12.328.571.428.571.400;12.328.571.428.571.400
5;133.1;10.833.333.333.333.300;Full;No;Yes;Female;No;27;0;Dropout;11.666.666.666.666.600;10.0
1;135.0;12.988.636.363.636.300;Full;No;Yes;Female;Yes;20;0;Graduate;13.25;12.727.272.727.272.700
1;110.0;12.541.666.666.666.600;Full;No;Yes;Female;No;21;0;Enrolled;11.833.333.333.333.300;13.25
1;133.0;142.125;Full;No;Yes;Female;Yes;18;0;Graduate;13.3;15.125
1;140.0;12.177.777.777.777.700;Full;No;Yes;Female;No;20;0;Enrolled;12.555.555.555.555.500;11.8
1;135.0;12.5;Full;No;Yes;Female;No;18;0;Graduate;12.833.333.333.333.300;12.166.666.666.666.600
1;140.0;12.833.333.333.333.300;Full;No;Yes;Female;Yes;20;0;Graduate;12.833.333.333.333.300;12.833.333.333.333.300
1;144.0;12.833.333.333.333.300;Full;No;Yes;Female;Yes;19;0;Graduate;12.666.666.666.666.600;13.0
1;122.0;13.871.428.571.428.500;Full;No;Yes;Female;No;20;0;Graduate;13.271.428.571.428.500;14.471.428.571.428.500
1;143.0;12.616.666.666.666.600;Partial;No;Yes;Female;Yes;20;0;Graduate;12.4;12.833.333.333.333.300
1;150.0;12.875;Full;No;Yes;Female;No;20;0;Enrolled;14.5;11.25
1;124.0;0.0;Full;Yes;Yes;Female;No;19;0;Dropout;0.0;0.0
1;156.0;13.767.857.142.857.100;Full;No;Yes;Female;No;18;0;Graduate;14.285.714.285.714.200;13.25
1;142.0;12.466.666.666.666.600;Full;No;Yes;Female;No;18;0;Graduate;12.333.333.333.333.300;12.6
1;142.0;12.627.380.952.380.900;Full;No;Yes;Female;Yes;19;0;Graduate;12.583.333.333.333.300;12.671.428.571.428.500
1;126.0;1.375.154.761.904.760;Full;No;Yes;Female;No;19;0;Dropout;13.731.666.666.666.600;13.771.428.571.428.500
1;133.1;12.508.928.571.428.500;Full;No;Yes;Male;No;43;0;Enrolled;12.875;12.142.857.142.857.100
2;170.0;140.125;Full;No;Yes;Male;No;47;0;Dropout;14.625;13.4
1;130.0;0.0;Full;No;No;Male;No;23;0;Dropout;0.0;0.0
1;133.0;12.666.666.666.666.600;Full;Yes;Yes;Female;Yes;19;1;Graduate;12.666.666.666.666.600;12.666.666.666.666.600
1;122.0;12.491.666.666.666.600;Full;No;Yes;Female;No;20;0;Graduate;12.491.666.666.666.600;12.491.666.666.666.600
1;138.0;13.916.666.666.666.600;Full;No;Yes;Female;Yes;19;0;Graduate;13.666.666.666.666.600;14.166.666.666.666.600
1;163.0;15.25;Full;No;Yes;Female;No;19;1;Graduate;16.0;14.5
1;150.0;13.571.428.571.428.500;Full;No;Yes;Female;No;19;0;Graduate;14.142.857.142.857.100;13.0
1;133.1;12.791.666.666.666.600;Partial;Yes;Yes;Female;Yes;39;0;Graduate;11.833.333.333.333.300;13.75
1;144.0;12.833.333.333.333.300;Full;No;Yes;Female;Yes;20;0;Graduate;12.666.666.666.666.600;13.0
1;118.0;12.583.333.333.333.300;Full;No;Yes;Female;No;21;0;Graduate;12.5;12.666.666.666.666.600
1;101.0;11.069.444.444.444.400;Full;Yes;No;Female;No;22;1;Graduate;1.088.888.888.888.880;11.25
1;133.0;6.5;Full;No;Yes;Female;No;19;0;Dropout;13.0;0.0
1;133.1;15.583.333.333.333.300;Full;No;Yes;Female;No;22;0;Graduate;15.166.666.666.666.600;16.0
1;124.0;12.333.333.333.333.300;Full;No;Yes;Female;Yes;19;0;Graduate;12.666.666.666.666.600;12.0
1;127.0;0.0;Full;Yes;Yes;Male;No;18;0;Dropout;0.0;0.0
5;133.1;11.1;Full;No;Yes;Male;No;26;0;Enrolled;12.0;10.2
1;110.0;0.0;Partial;No;No;Male;No;36;0;Dropout;0.0;0.0
1;110.0;0.0;Full;Yes;Yes;Male;Yes;20;0;Graduate;0.0;0.0
2;160.0;11.25;Full;No;Yes;Male;No;30;0;Dropout;11.0;11.5
1;120.0;15.807.142.857.142.800;Full;No;Yes;Male;No;24;0;Dropout;15.714.285.714.285.700;15.9
1;133.1;11.227.272.727.272.700;Full;No;Yes;Male;No;26;0;Dropout;10.818.181.818.181.800;11.636.363.636.363.600
1;132.0;6.0;Full;No;No;Male;No;19;0;Dropout;12.0;0.0
5;130.0;11.925;Full;No;Yes;Male;No;34;0;Graduate;12.6;11.25
1;130.0;13.5;Full;No;Yes;Male;No;33;0;Enrolled;13.0;14.0
1;129.0;11.175;Full;No;Yes;Male;No;19;0;Graduate;11.6;10.75
1;130.0;10.5;Full;Yes;No;Male;No;26;0;Dropout;10.0;11.0
1;140.0;7.0;Full;No;Yes;Male;No;29;0;Dropout;14.0;0.0
1;131.0;12.55;Full;No;Yes;Male;Yes;19;0;Dropout;12.6;12.5
1;129.0;0.0;Full;No;Yes;Male;No;18;0;Dropout;0.0;0.0
1;133.1;11.666.666.666.666.600;Partial;No;No;Male;No;29;0;Dropout;11.333.333.333.333.300;12.0
1;112.0;12.033.333.333.333.300;Full;No;Yes;Male;No;21;0;Graduate;12.666.666.666.666.600;11.4
1;119.0;10.65;Full;No;Yes;Male;No;19;0;Enrolled;10.8;10.5
1;133.1;12.367.410.714.285.700;Full;No;Yes;Male;No;20;0;Graduate;1.287.857.142.857.140;1.185.625
1;123.0;0.0;Full;No;Yes;Male;No;18;0;Dropout;0.0;0.0
1;131.0;12.116.666.666.666.600;Full;No;Yes;Male;No;18;0;Enrolled;12.833.333.333.333.300;11.4
1;120.0;12.716.666.666.666.600;Full;Yes;Yes;Male;Yes;21;0;Enrolled;12.6;12.833.333.333.333.300
1;125.0;0.0;Full;No;Yes;Male;No;20;0;Dropout;0.0;0.0
1;133.1;0.0;Full;No;Yes;Male;Yes;30;0;Dropout;0.0;0.0
1;121.0;14.083.333.333.333.300;Full;No;Yes;Male;No;19;0;Graduate;14.166.666.666.666.600;14.0
1;148.0;13.325;Full;No;Yes;Male;No;30;0;Dropout;13.4;13.25
1;139.0;11.225;Full;No;Yes;Male;Yes;22;0;Graduate;11.2;11.25
1;125.0;0.0;Full;No;Yes;Male;No;22;0;Graduate;0.0;0.0
1;128.0;12.233.333.333.333.300;Full;Yes;No;Male;No;19;0;Dropout;12.666.666.666.666.600;11.8
1;132.0;11.791.666.666.666.600;Full;No;Yes;Male;No;21;0;Dropout;12.333.333.333.333.300;11.25
1;137.0;12.125;Full;No;Yes;Male;No;21;0;Graduate;12.25;12.0
1;160.0;0.0;Full;Yes;Yes;Male;Yes;21;0;Dropout;0.0;0.0
1;120.0;10.541.666.666.666.600;Full;No;Yes;Male;No;27;0;Dropout;10.75;10.333.333.333.333.300
1;134.0;0.0;Full;No;Yes;Male;No;32;0;Dropout;0.0;0.0
1;133.1;0.0;Full;Yes;No;Male;No;40;0;Dropout;0.0;0.0
1;116.0;13.416.666.666.666.600;Full;No;Yes;Male;No;20;0;Enrolled;14.333.333.333.333.300;12.5
1;140.0;11.5;Full;No;Yes;Male;No;20;0;Dropout;11.5;11.5
1;140.0;0.0;Full;No;Yes;Male;No;18;0;Graduate;0.0;0.0
1;122.0;5.25;Full;No;Yes;Male;No;21;0;Dropout;10.5;0.0
1;141.0;6.75;Full;No;Yes;Male;No;18;0;Dropout;13.5;0.0
1;120.0;5.5;Full;No;Yes;Male;No;19;0;Enrolled;11.0;0.0
5;140.0;5.0;Full;No;No;Male;No;30;0;Dropout;10.0;0.0
1;133.1;0.0;Full;No;Yes;Male;No;29;0;Dropout;0.0;0.0
1;137.0;11.333.333.333.333.300;Full;Yes;Yes;Male;No;18;0;Dropout;12.0;10.666.666.666.666.600
1;122.0;12.225;Full;No;Yes;Male;Yes;18;0;Dropout;12.25;12.2
1;130.0;11.533.333.333.333.300;Full;No;Yes;Male;No;22;0;Dropout;11.4;11.666.666.666.666.600
1;140.0;0.0;Partial;No;No;Male;No;27;0;Dropout;0.0;0.0
1;125.0;14.125;Full;No;Yes;Male;No;20;0;Graduate;14.25;14.0
1;110.0;14.327.272.727.272.700;Partial;No;Yes;Male;No;42;0;Graduate;14.454.545.454.545.400;14.2
1;133.1;14.5;Full;Yes;Yes;Male;No;21;0;Graduate;14.538.461.538.461.500;14.461.538.461.538.400
1;132.0;12.341.666.666.666.600;Full;No;Yes;Male;No;23;0;Graduate;12.733.333.333.333.300;11.95
1;122.0;13.35;Full;No;Yes;Male;No;21;0;Dropout;13.2;13.5
1;155.0;0.0;Full;No;Yes;Male;No;19;0;Graduate;0.0;0.0
2;120.0;12.541.666.666.666.600;Full;No;Yes;Male;Yes;40;0;Dropout;12.333.333.333.333.300;12.75
1;129.0;11.225;Full;No;Yes;Male;No;22;0;Dropout;11.2;11.25
1;144.0;13.2;Full;No;Yes;Male;No;19;0;Graduate;13.2;13.2
1;130.0;12.916.666.666.666.600;Full;No;Yes;Male;Yes;24;0;Enrolled;11.833.333.333.333.300;14.0
1;133.1;11.416.666.666.666.600;Full;No;Yes;Male;No;21;0;Enrolled;11.333.333.333.333.300;11.5
1;133.0;14.1;Full;No;Yes;Male;No;18;0;Graduate;13.6;14.6
1;131.0;5.75;Full;No;Yes;Male;No;18;0;Dropout;0.0;11.5
1;133.1;13.261.904.761.904.700;Full;No;Yes;Male;No;24;0;Dropout;12.857.142.857.142.800;13.666.666.666.666.600
1;133.1;13.380.952.380.952.300;Full;No;Yes;Male;Yes;28;0;Enrolled;14.333.333.333.333.300;12.428.571.428.571.400
1;118.0;13.75;Full;No;Yes;Female;Yes;19;0;Graduate;13.5;14.0
1;120.0;15.014.285.714.285.700;Full;No;Yes;Female;No;28;0;Enrolled;14.428.571.428.571.400;15.6
1;133.1;0.0;Full;No;Yes;Female;No;18;0;Dropout;0.0;0.0
1;145.0;0.0;Full;No;No;Female;No;19;0;Graduate;0.0;0.0
1;125.0;1.282.875;Full;No;Yes;Female;Yes;19;0;Graduate;1.282.875;1.282.875
1;125.0;6.875;Full;No;Yes;Female;No;21;0;Graduate;0.0;13.75
1;148.0;0.0;Full;Yes;Yes;Female;No;18;0;Dropout;0.0;0.0
1;139.0;13.916.666.666.666.600;Full;No;Yes;Female;No;19;0;Graduate;14.666.666.666.666.600;13.166.666.666.666.600
1;130.0;13.937.142.857.142.800;Full;No;Yes;Female;No;19;0;Graduate;13.937.142.857.142.800;13.937.142.857.142.800
1;148.0;14.641.666.666.666.600;Full;No;Yes;Female;No;20;0;Graduate;14.7;14.583.333.333.333.300
1;130.0;11.933.333.333.333.300;Full;No;Yes;Female;No;18;0;Graduate;11.666.666.666.666.600;12.2
1;134.0;14.85;Full;No;Yes;Female;No;20;0;Graduate;14.85;14.85
1;133.1;6.0;Full;No;Yes;Female;No;26;0;Dropout;12.0;0.0
1;137.0;1.465.486.111.111.110;Full;No;Yes;Female;No;18;0;Dropout;136.875;15.622.222.222.222.200
1;130.0;12.0;Partial;No;Yes;Female;No;58;0;Graduate;12.4;11.6
1;137.0;1.347.025;Full;No;Yes;Female;No;18;0;Graduate;13.398;135.425
1;130.0;11.9;Full;No;Yes;Female;No;20;0;Enrolled;11.8;12.0
1;140.0;0.0;Partial;No;Yes;Female;No;20;0;Dropout;0.0;0.0
1;150.0;11.848.901.098.901.000;Full;No;Yes;Female;No;29;0;Graduate;1.176.923.076.923.070;11.928.571.428.571.400
1;130.0;0.0;Full;Yes;No;Female;No;27;0;Dropout;0.0;0.0
1;133.1;13.142.857.142.857.100;Full;No;Yes;Female;Yes;21;0;Graduate;13.285.714.285.714.200;13.0
1;134.0;11.416.666.666.666.600;Full;No;Yes;Female;Yes;20;0;Graduate;11.666.666.666.666.600;11.166.666.666.666.600
1;125.0;11.85;Full;No;Yes;Female;Yes;19;0;Graduate;11.5;12.2
1;141.0;13.115.833.333.333.300;Full;No;Yes;Female;Yes;22;0;Graduate;13.081.666.666.666.600;13.15
1;138.0;12.833.333.333.333.300;Full;No;Yes;Female;Yes;19;0;Graduate;12.666.666.666.666.600;13.0
1;116.0;5.666.666.666.666.660;Full;Yes;No;Female;No;19;0;Dropout;11.333.333.333.333.300;0.0
1;122.0;12.6;Full;No;Yes;Female;No;23;0;Enrolled;13.6;11.6
1;131.0;13.183.333.333.333.300;Full;No;Yes;Female;Yes;18;0;Dropout;13.166.666.666.666.600;13.2
1;140.0;0.0;Full;No;Yes;Female;No;19;0;Dropout;0.0;0.0
1;140.0;12.133.333.333.333.300;Full;No;Yes;Female;No;20;0;Graduate;11.666.666.666.666.600;12.6
1;127.0;13.464.285.714.285.700;Full;No;Yes;Female;Yes;19;0;Graduate;13.5;13.428.571.428.571.400
1;133.1;0.0;Full;Yes;No;Female;Yes;26;0;Dropout;0.0;0.0
1;117.0;13.654.761.904.761.900;Full;No;Yes;Female;Yes;18;0;Graduate;13.166.666.666.666.600;14.142.857.142.857.100
1;150.0;12.5;Full;Yes;Yes;Female;No;29;0;Dropout;12.5;12.5
1;160.0;131.875;Full;No;No;Female;No;20;0;Graduate;13.375;13.0
1;128.0;12.916.666.666.666.600;Full;No;Yes;Female;No;19;0;Graduate;13.166.666.666.666.600;12.666.666.666.666.600
1;160.0;13.45;Full;No;Yes;Female;No;23;0;Enrolled;13.4;13.5
1;126.0;12.333.333.333.333.300;Full;No;Yes;Female;No;25;0;Enrolled;13.0;11.666.666.666.666.600
1;135.0;13.154.285.714.285.700;Full;No;Yes;Female;No;18;0;Graduate;13.154.285.714.285.700;13.154.285.714.285.700
1;139.0;12.833.333.333.333.300;Full;No;Yes;Female;Yes;19;0;Graduate;12.833.333.333.333.300;12.833.333.333.333.300
1;125.0;12.642.857.142.857.100;Full;No;Yes;Female;No;18;0;Graduate;12.142.857.142.857.100;13.142.857.142.857.100
1;106.0;12.862.857.142.857.100;Full;No;Yes;Female;Yes;19;0;Enrolled;13.34;12.385.714.285.714.200
1;120.0;13.375;Partial;No;Yes;Female;No;36;0;Dropout;13.0;13.75
1;150.0;11.833.333.333.333.300;Full;No;Yes;Male;Yes;20;0;Enrolled;12.0;11.666.666.666.666.600
1;130.0;0.0;Full;No;Yes;Male;No;20;1;Dropout;0.0;0.0
1;116.0;5.5;Full;No;Yes;Male;No;18;0;Dropout;11.0;0.0
1;130.0;11.416.666.666.666.600;Full;No;Yes;Male;No;19;0;Enrolled;11.5;11.333.333.333.333.300
1;140.0;12.916.666.666.666.600;Full;Yes;No;Male;No;20;0;Dropout;13.333.333.333.333.300;12.5
1;134.0;14.033.222.222.222.200;Full;No;Yes;Male;No;18;0;Graduate;14.594.444.444.444.400;13.472
1;130.0;10.833.333.333.333.300;Full;Yes;Yes;Male;No;20;0;Dropout;11.0;10.666.666.666.666.600
1;122.0;0.0;Full;Yes;No;Male;No;24;0;Dropout;0.0;0.0
1;128.0;0.0;Full;No;Yes;Male;No;19;0;Dropout;0.0;0.0
1;130.0;12.0;Full;No;Yes;Male;No;18;0;Dropout;12.0;12.0
1;113.0;13.6;Full;No;Yes;Male;No;18;0;Graduate;14.0;13.2
1;126.0;12.685.714.285.714.200;Full;No;Yes;Male;No;18;0;Graduate;13.571.428.571.428.500;11.8
1;135.0;0.0;Full;No;Yes;Male;No;22;0;Dropout;0.0;0.0
1;141.0;14.053.571.428.571.400;Full;No;Yes;Male;No;19;0;Graduate;14.25;13.857.142.857.142.800
2;133.1;0.0;Full;Yes;No;Female;No;32;0;Dropout;0.0;0.0
1;133.1;0.0;Full;No;Yes;Female;Yes;21;0;Dropout;0.0;0.0
1;144.0;13.542.857.142.857.100;Full;No;Yes;Female;Yes;19;0;Graduate;13.542.857.142.857.100;13.542.857.142.857.100
4;140.0;12.412.698.412.698.400;Partial;No;Yes;Female;Yes;39;0;Graduate;1.311.111.111.111.110;11.714.285.714.285.700
1;100.0;12.404.761.904.761.900;Partial;No;Yes;Female;No;30;0;Graduate;12.666.666.666.666.600;12.142.857.142.857.100
1;135.0;10.375;Full;No;Yes;Female;No;18;0;Dropout;10.75;10.0
2;130.0;10.375;Partial;No;Yes;Female;No;38;0;Dropout;10.75;10.0
1;147.0;13.5;Full;No;Yes;Female;No;20;0;Graduate;13.666.666.666.666.600;13.333.333.333.333.300
1;149.0;13.333.333.333.333.300;Partial;No;Yes;Female;No;55;0;Graduate;13.833.333.333.333.300;12.833.333.333.333.300
4;130.0;13.088.235.294.117.600;Full;No;Yes;Female;No;53;0;Dropout;13.176.470.588.235.200;13.0
2;120.0;12.675;Partial;No;Yes;Female;No;54;0;Dropout;12.75;12.6
1;125.0;12.86;Full;No;Yes;Female;Yes;18;0;Enrolled;12.86;12.86
1;133.1;12.0;Partial;Yes;No;Female;No;44;0;Dropout;12.0;12.0
1;149.0;1.211.111.111.111.110;Full;No;Yes;Female;No;28;0;Graduate;11.666.666.666.666.600;12.555.555.555.555.500
1;180.0;16.704.545.454.545.400;Partial;No;Yes;Female;No;37;0;Graduate;16.5;1.690.909.090.909.090
1;110.0;12.055.555.555.555.500;Full;No;Yes;Female;No;20;0;Graduate;12.333.333.333.333.300;1.177.777.777.777.770
1;131.0;12.705.625.000.000.000;Full;No;Yes;Female;No;18;0;Enrolled;1.259.125;12.820.000.000.000.000
1;117.0;11.25;Full;No;Yes;Male;No;19;0;Dropout;11.5;11.0
1;120.0;12.408.906.882.591.000;Full;No;Yes;Male;Yes;23;0;Graduate;11.894.736.842.105.200;12.923.076.923.076.900
1;160.0;0.0;Full;No;Yes;Male;No;22;0;Dropout;0.0;0.0
1;100.0;0.0;Full;No;No;Male;No;24;0;Dropout;0.0;0.0
1;140.0;12.25;Full;No;Yes;Male;No;22;0;Enrolled;13.0;11.5
1;160.0;0.0;Full;No;Yes;Male;No;26;0;Dropout;0.0;0.0
1;141.0;15.0;Full;No;Yes;Male;No;18;0;Graduate;15.166.666.666.666.600;14.833.333.333.333.300
1;130.0;12.625;Full;No;Yes;Male;No;24;0;Dropout;11.75;13.5
1;142.0;7.5;Full;No;Yes;Male;No;18;0;Enrolled;0.0;15.0
1;130.0;0.0;Full;No;Yes;Male;No;26;0;Dropout;0.0;0.0
1;133.1;13.041.666.666.666.600;Full;No;Yes;Male;No;27;0;Dropout;11.333.333.333.333.300;14.75
1;140.0;12.899.999.999.999.900;Full;No;Yes;Male;Yes;20;0;Graduate;12.6;13.2
1;129.0;7.0;Full;No;Yes;Male;No;19;0;Dropout;0.0;14.0
1;148.0;15.5;Full;No;Yes;Male;Yes;18;0;Dropout;15.5;15.5
1;143.0;12.365.714.285.714.200;Full;No;Yes;Male;No;18;0;Graduate;12.365.714.285.714.200;12.365.714.285.714.200
1;128.0;13.225;Full;No;Yes;Male;No;19;0;Enrolled;13.2;13.25
1;100.0;11.642.857.142.857.100;Full;No;Yes;Male;No;34;0;Enrolled;11.428.571.428.571.400;11.857.142.857.142.800
1;116.0;0.0;Full;No;Yes;Male;No;19;0;Dropout;0.0;0.0
1;128.0;13.166.666.666.666.600;Full;No;Yes;Male;Yes;19;0;Graduate;14.0;12.333.333.333.333.300
2;120.0;11.9;Full;No;Yes;Male;No;30;0;Dropout;12.0;11.8
1;121.0;6.0;Full;No;No;Male;No;22;0;Dropout;0.0;12.0
1;137.0;10.666.666.666.666.600;Full;No;No;Male;No;19;0;Dropout;10.0;11.333.333.333.333.300
1;115.0;10.0;Full;No;Yes;Male;No;21;0;Dropout;10.0;10.0
1;129.0;0.0;Full;No;No;Male;No;22;0;Dropout;0.0;0.0
1;125.0;11.416.666.666.666.600;Full;No;Yes;Male;Yes;19;0;Enrolled;11.166.666.666.666.600;11.666.666.666.666.600
1;125.0;11.541.666.666.666.600;Full;No;Yes;Male;No;20;0;Enrolled;11.75;11.333.333.333.333.300
1;133.1;5.875;Full;No;Yes;Male;No;35;0;Dropout;11.75;0.0
1;131.0;10.5;Full;No;Yes;Male;No;20;0;Dropout;10.0;11.0
1;133.1;13.4;Full;No;Yes;Male;No;21;0;Graduate;14.0;12.8
1;133.1;0.0;Full;Yes;No;Male;No;27;0;Dropout;0.0;0.0
1;114.0;6.0;Full;No;No;Male;No;26;0;Dropout;12.0;0.0
1;127.0;0.0;Full;No;No;Male;No;20;0;Dropout;0.0;0.0
1;130.0;11.744.444.444.444.400;Full;Yes;No;Male;No;28;0;Dropout;1.188.888.888.888.880;11.6
1;121.0;13.75;Full;No;Yes;Male;No;19;0;Graduate;13.833.333.333.333.300;13.666.666.666.666.600
1;120.0;0.0;Partial;No;No;Male;No;47;0;Dropout;0.0;0.0
4;120.0;11.9;Full;No;No;Male;No;55;0;Dropout;11.4;12.4
1;120.0;5.5;Full;No;Yes;Male;No;39;0;Dropout;0.0;11.0
2;120.0;10.654.761.904.761.900;Full;Yes;Yes;Male;No;35;0;Dropout;10.642.857.142.857.100;10.666.666.666.666.600
1;133.1;5.5;Full;No;No;Male;No;32;0;Dropout;11.0;0.0
1;124.0;16.75;Full;No;Yes;Male;No;20;0;Graduate;16.833.333.333.333.300;16.666.666.666.666.600
1;150.0;13.385.714.285.714.200;Full;No;Yes;Male;No;36;0;Graduate;13.571.428.571.428.500;13.2
1;133.1;14.544.642.857.142.800;Partial;Yes;Yes;Male;Yes;34;0;Graduate;14.714.285.714.285.700;14.375
1;116.0;0.0;Full;No;Yes;Male;No;21;0;Dropout;0.0;0.0
1;133.1;10.5;Partial;No;Yes;Male;Yes;42;0;Dropout;10.0;11.0
1;133.1;11.375;Full;No;Yes;Male;No;25;0;Dropout;11.0;11.75
1;167.0;5.5;Full;No;Yes;Male;Yes;18;0;Dropout;11.0;0.0
1;140.0;12.416.666.666.666.600;Full;No;Yes;Male;Yes;18;0;Graduate;12.0;12.833.333.333.333.300
1;124.0;11.491.071.428.571.400;Full;No;Yes;Male;No;19;0;Graduate;11.125;11.857.142.857.142.800
1;110.0;11.416.666.666.666.600;Full;Yes;No;Male;No;34;0;Dropout;11.333.333.333.333.300;11.5
1;150.0;6.0;Full;No;Yes;Male;No;20;0;Dropout;12.0;0.0
1;123.0;0.0;Full;No;Yes;Male;No;20;0;Dropout;0.0;0.0
